user,session_id,timestamp,transaction
U195656,S670511,1658013482,B
U195656,S469412,1659310207,B
U195656,S143941,1651578904,A
U787584,S386488,1645166782,B
U787584,S862400,1655232053,A
U787584,S436814,1644430932,B
U787584,S731894,1665071001,A
U787584,S940010,1666151047,B
U787584,S170499,1648908145,A
U787584,S244383,1658755282,A
U787584,S374492,1666992406,B
U787584,S281043,1671144820,A
U787584,S348235,1667511053,B
U787584,S906527,1654729210,B
U787584,S272655,1646424355,A
U197966,S772124,1646649015,A
U197966,S606404,1649206620,B
U197966,S869864,1669872087,B
U197966,S359961,1645715398,B
U197966,S360330,1670023733,A
U197966,S639728,1656654050,B
U197966,S399628,1658996374,A
U197966,S240440,1670599448,A
U197966,S680096,1650672404,B
U197966,S393308,1668683476,B
U197966,S644559,1656322919,A
U197966,S270395,1654176695,A
U197966,S705693,1648623112,A
U197966,S278794,1658580370,A
U197966,S643878,1647948505,A
U197966,S412999,1648534523,B
U197966,S701334,1663693858,A
U197966,S243941,1644655704,B
U782139,S892630,1650627967,B
U782139,S926236,1657610714,A
U782139,S451317,1650538720,B
U782139,S929179,1650889635,B
U782139,S890371,1649948441,B
U782139,S819400,1657850681,B
U782139,S536045,1664544178,A
U782139,S662728,1646016916,A
U195359,S635167,1655935932,A
U195359,S638179,1654928951,A
U195359,S667451,1643009890,B
U195359,S288724,1666791328,A
U195359,S184148,1663899174,A
U195359,S359535,1656445110,B
U195359,S722795,1642116593,A
U195359,S705526,1661052942,B
U195359,S756401,1663765496,B
U195359,S596520,1649074211,A
U195359,S655736,1645489106,A
U195359,S176319,1647303922,A
U195359,S588899,1658896336,B
U195359,S534037,1642525211,A
U195359,S858705,1662520979,A
U195359,S244170,1669260006,A
U195359,S747847,1662389418,A
U195359,S256130,1649074950,B
U195359,S525750,1656391914,A
U195359,S653815,1671829672,B
U195359,S825916,1670771349,A
U195359,S694223,1668995847,B
U195359,S911131,1651939395,A
U195359,S614435,1648644478,A
U195359,S261712,1653739147,B
U195359,S423241,1655912637,A
U195359,S127537,1643996122,A
U195359,S699743,1658473837,A
U195359,S617077,1645885235,B
U195359,S414313,1657236427,B
U722651,S305047,1656351628,B
U722651,S448354,1669230928,B
U722651,S494322,1650395749,A
U722651,S958747,1669436975,A
U722651,S660324,1657988315,B
U722651,S889245,1652116996,A
U722651,S585556,1666905810,A
U722651,S202365,1655691318,B
U722651,S547080,1656492648,B
U722651,S571413,1660859994,B
U722651,S219490,1649793061,A
U722651,S223586,1648994077,B
U722651,S543588,1647222295,B
U722651,S304607,1668344136,B
U722651,S134283,1650211832,A
U722651,S218710,1660205683,B
U722651,S962570,1666381578,A
U722651,S329157,1655254161,B
U722651,S375581,1652684472,B
U722651,S950083,1665741621,A
U722651,S242175,1666158940,A
U493396,S179184,1662249563,A
U493396,S576782,1657365474,A
U493396,S381581,1651822858,B
U493396,S756596,1668974070,A
U493396,S489906,1663285892,B
U493396,S837880,1644181845,B
U493396,S181724,1645443387,A
U493396,S501312,1666941743,B
U493396,S561477,1652772918,A
U493396,S888996,1645123770,A
U493396,S409898,1662669890,A
U493396,S504630,1644771509,A
U493396,S979727,1660061165,B
U493396,S631219,1650603166,A
U493396,S714923,1662271862,B
U493396,S356355,1643882131,A
U642347,S962460,1665174039,A
U642347,S166974,1649814339,A
U642347,S356430,1642533000,B
U642347,S225200,1657833731,A
U642347,S943409,1658294537,B
U642347,S587686,1670048396,B
U642347,S922615,1651189020,B
U642347,S315161,1658766439,A
U642347,S986575,1658431284,B
U642347,S405844,1649746836,B
U642347,S272359,1656075177,A
U642347,S325465,1669038491,B
U642347,S996114,1656163365,B
U642347,S167603,1647625673,B
U642347,S471136,1648193143,B
U642347,S778720,1650891681,A
U642347,S602985,1659261264,B
U642347,S904092,1660584354,A
U642347,S703656,1669393540,A
U642347,S977340,1668182515,B
U642347,S945619,1645367677,B
U642347,S714483,1644379662,B
U642347,S496764,1651284849,B
U642347,S948095,1661502943,A
U642347,S435039,1646621858,A
U642347,S319869,1649361506,B
U642347,S150486,1653940545,A
U409234,S434198,1649750391,B
U409234,S268720,1665549470,A
U838726,S552275,1662920877,A
U838726,S315535,1647365097,B
U478356,S548377,1643929481,A
U478356,S984756,1644865377,B
U487345,S567429,1642486586,A
U487345,S800596,1652526351,B
U487345,S641922,1667848371,B
U487345,S683390,1654323906,B
U487345,S661652,1670522330,A
U487345,S140666,1654269600,B
U487345,S339030,1645498564,B
U876936,S896386,1658320817,B
U876936,S302127,1670355310,A
U876936,S486244,1644699753,B
U876936,S885342,1668867429,B
U876936,S270820,1669639698,A
U876936,S494763,1669564314,A
U876936,S794530,1669284992,A
U876936,S297509,1646021268,B
U876936,S861842,1664925936,B
U876936,S408054,1644264923,B
U876936,S586288,1669550097,A
U876936,S750803,1643379991,A
U876936,S431752,1669925869,A
U876936,S104942,1656157326,A
U876936,S549865,1657008018,B
U876936,S427252,1645314742,B
U876936,S275133,1643178687,A
U578073,S645561,1661001228,A
U578073,S484398,1664848931,B
U578073,S908713,1658932390,A
U578073,S383091,1661888800,B
U578073,S674765,1657643385,B
U578073,S801520,1657568061,A
U578073,S578938,1650921756,A
U578073,S199613,1669551114,A
U578073,S795578,1662705072,B
U578073,S954551,1652488794,B
U578073,S823415,1669534101,A
U578073,S817712,1670515192,A
U578073,S166412,1649768437,B
U578073,S605339,1652591405,B
U578073,S446968,1650321445,A
U578073,S677236,1662576173,B
U578073,S207629,1654527550,B
U578073,S985331,1656238602,A
U578073,S647341,1653533905,A
U578073,S961760,1665042851,B
U578073,S764000,1669092339,B
U578073,S628597,1670564659,B
U578073,S429159,1664877540,A
U578073,S399817,1670432641,A
U578073,S980155,1643071127,A
U507777,S635740,1667306439,A
U507777,S750706,1670144163,A
U507777,S142608,1655367409,B
U507777,S141880,1646147142,A
U507777,S292800,1658456832,B
U507777,S663123,1654524707,B
U507777,S447148,1653096117,B
U507777,S141814,1663892413,B
U507777,S610451,1642460616,A
U321020,S760093,1666945902,A
U321020,S581532,1665042863,B
U321020,S506881,1656127087,B
U321020,S403915,1667393194,A
U321020,S330545,1645565585,B
U321020,S663244,1659360177,A
U321020,S532699,1671378657,B
U321020,S202972,1647614813,B
U321020,S549112,1646646622,A
U321020,S923824,1648423371,B
U321020,S982683,1650404229,B
U321020,S990856,1658006126,A
U321020,S524814,1666801274,A
U321020,S111106,1663224314,B
U321020,S693297,1663114869,A
U321020,S165914,1649859879,A
U321020,S837920,1658484353,B
U321020,S641760,1649431584,B
U321020,S639535,1662580436,B
U321020,S604906,1663646734,A
U321020,S253999,1642864730,B
U321020,S768595,1641614125,A
U321020,S933215,1660539110,B
U725510,S172187,1648701044,A
U725510,S921945,1658822526,B
U725510,S717661,1667989416,B
U725510,S493247,1662951912,B
U725510,S373995,1669679697,B
U725510,S461083,1666967340,B
U725510,S766764,1641166056,B
U725510,S192422,1643139580,A
U725510,S911187,1668511004,A
U725510,S304206,1642118030,B
U725510,S676289,1650536650,B
U725510,S408545,1652395676,B
U725510,S362292,1664283016,A
U725510,S532459,1652838737,A
U725510,S882401,1663910000,B
U725510,S975498,1649369117,B
U725510,S393880,1654339814,A
U725510,S626883,1652642967,B
U725510,S742544,1669908327,B
U725510,S622998,1655214450,A
U237509,S819335,1648657727,A
U237509,S997904,1653768968,B
U237509,S990649,1662151033,A
U237509,S372387,1653101849,A
U237509,S781433,1662771877,B
U237509,S182954,1646425850,A
U237509,S275445,1647158214,B
U237509,S794180,1649432097,B
U237509,S200195,1643130209,A
U237509,S564687,1662009804,A
U237509,S440998,1669990059,B
U237509,S605048,1659097384,A
U237509,S111068,1640993631,A
U237509,S531736,1670591521,A
U237509,S297132,1669626295,B
U237509,S767830,1656269302,A
U237509,S258003,1641483789,B
U237509,S592984,1647082585,B
U237509,S873449,1642113153,A
U237509,S266316,1662099277,B
U228074,S604605,1662414389,B
U228074,S932978,1650254367,B
U228074,S835395,1658985545,A
U228074,S685472,1667448994,B
U228074,S669097,1664379297,A
U228074,S959222,1649827416,B
U228074,S261618,1661559344,B
U228074,S132792,1647768892,B
U228074,S698749,1662523232,A
U228074,S478458,1659713112,B
U657487,S298663,1647471432,B
U657487,S789472,1646298639,B
U657487,S477496,1656169215,A
U657487,S680557,1658145699,A
U657487,S696707,1671788169,A
U657487,S139186,1665511782,A
U657487,S626806,1664402372,B
U657487,S332873,1655482452,A
U657487,S375311,1643845677,B
U657487,S358207,1649119210,A
U657487,S193946,1644765503,A
U657487,S561859,1642494426,B
U657487,S972881,1668508693,B
U657487,S322167,1647828872,A
U155663,S786563,1641267981,B
U155663,S120005,1650804814,B
U155663,S847078,1641709071,B
U155663,S419739,1652182508,A
U155663,S336540,1646079718,A
U155663,S734775,1652039576,A
U155663,S171108,1659691281,B
U155663,S735022,1660016854,B
U155663,S528436,1666641703,B
U155663,S333365,1665898771,A
U155663,S358771,1655336553,B
U155663,S967182,1670441007,B
U155663,S663996,1654262541,B
U155663,S641198,1666662555,A
U155663,S560905,1654345170,B
U155663,S194834,1665238358,A
U825318,S846030,1667714219,A
U825318,S649262,1664721815,A
U825318,S539963,1651325799,B
U825318,S621800,1669692631,A
U825318,S391622,1661785767,B
U825318,S269172,1663541043,A
U825318,S438503,1653357055,A
U825318,S829630,1648006421,B
U825318,S947228,1647026477,A
U825318,S928580,1643265592,A
U825318,S745915,1641965892,B
U825318,S777015,1645546124,B
U825318,S818791,1652119835,B
U825318,S920347,1666206916,B
U825318,S326639,1658608281,A
U825318,S624344,1646158979,B
U825318,S809589,1645442327,A
U825318,S820426,1669448794,A
U825318,S385898,1645999088,A
U825318,S316612,1659193836,A
U825318,S666836,1655874371,B
U825318,S593602,1671297485,A
U156413,S547181,1654139429,B
U156413,S957150,1647639469,A
U156413,S292259,1664465025,B
U156413,S905245,1652688209,B
U169268,S318353,1668301989,B
U169268,S727320,1644639834,A
U169268,S414295,1660124387,B
U169268,S487158,1671225810,A
U169268,S597938,1645655534,A
U169268,S112166,1643395428,A
U169268,S789886,1655643031,B
U169268,S753523,1647023544,A
U169268,S672696,1660328523,A
U169268,S587521,1658334067,A
U169268,S761297,1665875508,B
U169268,S460234,1658940783,A
U637566,S592025,1660248417,A
U637566,S706224,1646663394,A
U637566,S720515,1665784325,B
U637566,S289592,1667812673,A
U637566,S155074,1646614243,A
U637566,S500560,1663756124,B
U637566,S367747,1662947014,B
U637566,S860480,1650494403,B
U637566,S998043,1661278603,A
U637566,S408877,1656656729,B
U637566,S369836,1646422781,A
U637566,S448813,1643004153,A
U637566,S213697,1645816776,A
U637566,S796889,1654092433,B
U637566,S985049,1665408096,B
U637566,S822742,1668437307,B
U637566,S285197,1659593150,A
U637566,S413388,1664338937,B
U637566,S166052,1667590324,A
U637566,S344303,1672019865,A
U637566,S594109,1671429128,B
U637566,S950941,1669037369,B
U637566,S248097,1666408546,A
U637566,S610622,1643696647,A
U637566,S193471,1664704506,B
U637566,S539128,1641144179,B
U637566,S284888,1646348690,A
U637566,S398911,1648022872,A
U637566,S174301,1671023300,B
U637566,S441974,1648631550,A
U331381,S593869,1660622635,B
U331381,S233391,1642067247,B
U331381,S612977,1665934548,B
U331381,S443194,1655561527,B
U889660,S826830,1665544503,B
U889660,S576935,1656549913,A
U503575,S824304,1652161219,A
U503575,S749208,1642360950,A
U503575,S873199,1672503990,A
U503575,S406461,1656155827,A
U503575,S407410,1654967205,A
U503575,S722180,1663332555,A
U503575,S274444,1661746310,A
U503575,S349461,1644911134,B
U503575,S232617,1655783074,A
U503575,S666091,1646446103,A
U503575,S938416,1659956129,A
U503575,S157706,1661395076,A
U503575,S990714,1655935560,A
U503575,S433193,1661229938,A
U503575,S942725,1655836938,B
U503575,S650818,1652243132,B
U503575,S529350,1662423797,B
U503575,S680771,1657449341,A
U503575,S618101,1659755981,B
U503575,S617000,1643229643,B
U503575,S474745,1646467774,A
U503575,S539892,1662338714,A
U503575,S431570,1668732908,A
U503575,S395087,1653506860,A
U503575,S582860,1671725081,B
U503575,S465124,1651444131,B
U503575,S821469,1648591072,B
U503575,S144582,1647577022,A
U503575,S591868,1644978854,B
U503575,S293757,1663490841,B
U171656,S959398,1660387006,A
U171656,S850582,1647416880,A
U171656,S561023,1663588188,B
U171656,S324682,1658243809,B
U171656,S619900,1666567761,A
U820420,S565521,1648569854,B
U820420,S520085,1664312968,B
U820420,S608069,1658149628,B
U820420,S204441,1665744443,A
U820420,S811047,1641886209,B
U820420,S897097,1643558153,B
U820420,S429839,1669607783,A
U820420,S901123,1644661538,A
U820420,S719145,1642502365,A
U820420,S202078,1655355461,B
U820420,S220031,1652316432,A
U820420,S695642,1658262472,A
U820420,S452287,1657658512,A
U820420,S754911,1665915318,B
U820420,S386643,1643248532,B
U820420,S289373,1670545999,A
U820420,S704864,1657739317,A
U820420,S481969,1656507139,B
U820420,S970542,1671561193,A
U820420,S777424,1646377058,B
U820420,S586706,1657276744,A
U820420,S730823,1650986941,B
U820420,S980605,1665289963,A
U820420,S796482,1668806340,B
U820420,S366659,1669945099,B
U820420,S365271,1659536248,A
U820420,S320606,1669825667,A
U820420,S963185,1667145209,B
U772528,S292664,1662134319,B
U772528,S601602,1670298557,B
U772528,S188498,1654898074,A
U772528,S307897,1649772862,A
U772528,S256501,1643978256,B
U772528,S952924,1667232790,A
U772528,S538651,1647041892,A
U772528,S438947,1664243686,A
U772528,S105621,1649501700,B
U772528,S432731,1664822373,B
U772528,S430870,1665715069,B
U772528,S618951,1642358631,A
U772528,S690607,1670883559,B
U772528,S130277,1643710144,B
U772528,S879930,1643363329,B
U772528,S614688,1667870487,B
U772528,S194604,1666373423,A
U772528,S188049,1650744798,A
U772528,S638354,1644601775,A
U772528,S187336,1654956266,B
U772528,S806120,1644557743,A
U772528,S824211,1663598083,A
U556957,S756470,1669786747,B
U556957,S311118,1650884011,B
U556957,S653971,1641627982,A
U556957,S402001,1665356409,A
U556957,S731347,1669627073,A
U556957,S205805,1667614403,B
U556957,S946007,1643126091,A
U556957,S907503,1670440430,A
U556957,S264660,1665428508,A
U556957,S560438,1654938307,B
U556957,S457900,1650612520,B
U556957,S131208,1655839143,B
U556957,S521161,1666904662,B
U556957,S160617,1662184347,B
U556957,S831351,1663325119,B
U556957,S678589,1651467514,A
U556957,S893310,1662831031,B
U556957,S575159,1652363451,A
U556957,S805097,1645686555,A
U556957,S165214,1655245180,B
U556957,S522317,1660729158,B
U556957,S828205,1648125082,B
U556957,S223461,1653453810,A
U556957,S397252,1648222345,B
U556957,S146852,1655001993,B
U556957,S938663,1661954365,B
U556957,S704876,1666409356,A
U556957,S298595,1666174427,B
U615346,S124393,1652396839,A
U615346,S291542,1649563340,B
U615346,S161775,1661607344,A
U615346,S967949,1671170515,B
U615346,S616926,1658057131,B
U615346,S358281,1666592068,A
U615346,S101049,1668257864,A
U615346,S690433,1643335730,B
U615346,S941017,1651670455,A
U615346,S777844,1671933858,A
U615346,S104487,1671235521,B
U615346,S682788,1671029983,A
U615346,S585168,1653419730,B
U615346,S955932,1661572888,A
U615346,S961010,1662412253,A
U615346,S882209,1643171850,B
U615346,S988843,1663737242,B
U615346,S813745,1659784643,A
U615346,S391433,1671805359,A
U615346,S306440,1646508261,A
U615346,S349937,1652423450,B
U615346,S932685,1648932277,B
U615346,S707056,1645176543,B
U615346,S988869,1664253530,B
U615346,S416115,1661482887,A
U615346,S586758,1667670417,B
U615346,S701056,1645217852,A
U615346,S913166,1645875063,A
U615346,S108474,1657251472,B
U451965,S414186,1655038230,B
U451965,S350629,1657120090,B
U451965,S249319,1650739824,B
U451965,S122536,1646897282,A
U451965,S487596,1668151395,B
U451965,S828082,1653547316,A
U451965,S760035,1667685534,B
U451965,S506968,1666200880,A
U451965,S312861,1656158587,A
U451965,S366893,1659461595,A
U451965,S644022,1652785865,A
U451965,S590262,1655502461,A
U451965,S983533,1657826847,A
U451965,S839919,1661256660,A
U451965,S921169,1654539893,A
U451965,S894423,1656719016,B
U451965,S873644,1641314598,A
U451965,S760434,1667806282,A
U451965,S286264,1642065784,A
U451965,S510103,1646257844,A
U451965,S879241,1656292714,A
U107804,S567383,1643136433,B
U107804,S834335,1669263619,A
U107804,S200174,1654193448,B
U107804,S387075,1670604424,B
U107804,S146803,1656495793,B
U107804,S499670,1652520741,B
U788938,S848244,1655676089,B
U788938,S285846,1650858312,B
U788938,S804005,1666609824,A
U788938,S562063,1653003702,A
U788938,S977135,1662290378,B
U788938,S453492,1668520787,A
U788938,S212914,1668357381,B
U788938,S439075,1646813804,B
U788938,S112563,1654047858,A
U329177,S416181,1666745484,B
U329177,S771709,1665879380,B
U329177,S873758,1655366769,B
U329177,S259038,1653596888,B
U329177,S774865,1667394407,A
U329177,S779525,1668258921,A
U329177,S737600,1670272369,A
U329177,S282112,1660875416,A
U329177,S766478,1647747046,B
U329177,S738996,1665650516,A
U329177,S420704,1656210312,B
U329177,S298837,1641128336,A
U329177,S615326,1654564244,B
U329177,S367657,1666868873,A
U794791,S269268,1641402413,A
U794791,S643725,1671521805,B
U794791,S714549,1651323773,B
U794791,S173234,1666952194,B
U794791,S572552,1660017154,A
U794791,S757286,1671624799,B
U794791,S201546,1648073634,A
U794791,S740479,1642909894,B
U794791,S573870,1661738009,A
U794791,S599250,1663078532,B
U794791,S846525,1645794150,B
U794791,S889842,1663125866,B
U794791,S442360,1671278192,A
U794791,S775268,1652506656,A
U794791,S880788,1644886177,B
U794791,S109634,1659052212,A
U794791,S988845,1664697304,A
U794791,S542957,1663736644,B
U794791,S579757,1662954575,A
U794791,S319955,1648308358,B
U794791,S159067,1644212409,B
U794791,S224573,1649071252,A
U794791,S186651,1645085814,B
U794791,S204271,1651901116,B
U794791,S512925,1659649414,A
U794791,S235073,1660285001,B
U794791,S413081,1653189866,B
U794791,S635392,1648029305,A
U248548,S997670,1668927454,B
U248548,S177971,1659439247,B
U248548,S313660,1644117561,B
U248548,S497349,1641859437,B
U248548,S333020,1653693032,A
U248548,S717429,1668550513,A
U248548,S723501,1670584837,B
U248548,S811160,1661414921,B
U248548,S526261,1666845204,B
U248548,S947613,1670326445,A
U248548,S866296,1645568045,B
U736877,S276718,1663623480,A
U736877,S404154,1651028680,B
U736877,S444511,1651000226,A
U736877,S654797,1642174767,A
U736877,S337078,1656784095,A
U736877,S106092,1653042697,B
U736877,S133141,1646368510,A
U736877,S440669,1666191889,B
U736877,S550536,1661022933,A
U736877,S403527,1650460169,A
U736877,S740785,1647068407,A
U736877,S301512,1672163655,A
U736877,S498828,1654657200,B
U736877,S435377,1671022801,B
U736877,S100561,1642738643,A
U736877,S419141,1644730902,B
U478083,S949383,1653116508,A
U478083,S897953,1647768420,B
U478083,S929303,1641722609,B
U478083,S163746,1667644584,B
U478083,S502810,1659863713,A
U478083,S371407,1651169440,A
U478083,S349788,1650780650,A
U478083,S239430,1650062329,B
U478083,S660563,1644886549,B
U478083,S440327,1643783424,B
U478083,S756649,1662274898,B
U478083,S294015,1668355751,A
U478083,S425226,1646455048,B
U478083,S357167,1656257340,B
U478083,S907526,1643793719,B
U478083,S896573,1659876521,A
U478083,S207548,1658153890,B
U478083,S277795,1644684284,A
U478083,S188923,1671038920,A
U478083,S286717,1655372128,B
U478083,S509573,1655978784,A
U478083,S827104,1654881976,A
U478083,S837246,1643916248,A
U478083,S215507,1642988783,B
U478083,S222930,1664334969,B
U794940,S177353,1656990522,B
U794940,S565540,1667207377,A
U794940,S263459,1643001350,A
U794940,S627743,1646368430,A
U794940,S812930,1670382809,A
U794940,S329540,1654151712,A
U794940,S967438,1653755068,B
U794940,S209471,1643599975,B
U794940,S893270,1671513524,B
U794940,S691123,1667505261,B
U794940,S447412,1654656266,B
U794940,S625986,1658314852,B
U794940,S903541,1670196577,B
U794940,S393724,1660333527,A
U794940,S611976,1642317880,B
U794940,S571955,1649807069,B
U794940,S877039,1667516365,B
U794940,S518675,1669638178,A
U794940,S465887,1656622258,B
U794940,S322964,1664554421,A
U927912,S596405,1648149252,A
U927912,S895466,1663929836,B
U927912,S802173,1670955635,A
U927912,S605020,1656945659,A
U927912,S623706,1669991153,A
U927912,S881931,1647286279,B
U927912,S421876,1657835679,A
U927912,S468814,1652809314,A
U927912,S836197,1661804525,A
U927912,S746195,1672280091,B
U927912,S678381,1653775415,B
U927912,S932308,1671660353,A
U927912,S127521,1646136193,B
U927912,S968797,1642721123,B
U129169,S841947,1659231055,A
U129169,S575745,1662278670,A
U129169,S250753,1662041382,B
U129169,S216320,1656396703,B
U129169,S820724,1655079436,B
U129169,S743830,1661122009,B
U129169,S443450,1645638119,A
U129169,S842479,1659494632,B
U129169,S511907,1644443389,B
U129169,S571233,1646599964,B
U129169,S715377,1654740341,B
U129169,S475122,1649219918,B
U129169,S917380,1651539658,B
U129169,S324156,1656605964,B
U129169,S306698,1642656481,A
U129169,S118702,1662588259,B
U129169,S183641,1659660782,A
U129169,S150157,1668685756,A
U129169,S438542,1669892562,A
U129169,S376537,1652041385,B
U129169,S394169,1651791429,A
U590891,S503764,1647296224,A
U590891,S750618,1658217707,A
U590891,S779878,1644413111,A
U590891,S296114,1649938911,B
U590891,S574628,1652799322,A
U590891,S632599,1652186463,A
U590891,S487743,1644270075,A
U590891,S303352,1650854221,B
U590891,S214488,1663843983,B
U590891,S330246,1644853115,A
U590891,S379108,1648999851,A
U590891,S750348,1664461737,A
U590891,S294069,1657875976,B
U590891,S812195,1666498161,A
U590891,S596846,1660555605,B
U590891,S595523,1644658418,A
U590891,S813080,1650741677,B
U590891,S574602,1657453621,B
U590891,S218238,1650047904,B
U590891,S757343,1663767462,B
U590891,S694188,1667582992,B
U590891,S610472,1650660454,A
U590891,S327882,1650486914,A
U590891,S553038,1660625140,B
U590891,S471858,1649336068,B
U590891,S242282,1654960083,B
U590891,S591130,1652875177,B
U590891,S637087,1653508449,A
U232053,S802629,1641189991,A
U232053,S876442,1660606273,B
U232053,S733120,1670512656,A
U232053,S208639,1656884216,A
U232053,S509693,1642855845,B
U232053,S960116,1648873339,A
U232053,S799961,1644347035,A
U232053,S776445,1662815020,B
U232053,S468959,1663000975,B
U232053,S465004,1660602171,A
U232053,S220034,1642243991,B
U232053,S282522,1651764741,A
U232053,S683499,1647691011,A
U232053,S953370,1658722955,A
U912002,S695900,1659328440,B
U912002,S299372,1668920294,A
U912002,S560197,1655334904,B
U912002,S334903,1668548555,B
U912002,S994640,1658363330,B
U912002,S956437,1665613228,B
U912002,S235753,1650064784,A
U912002,S620719,1658021188,B
U912002,S911192,1667222667,B
U912002,S829222,1645192142,B
U912002,S343304,1644076663,A
U912002,S406616,1645343707,B
U912002,S831666,1645049653,A
U912002,S137609,1648878938,A
U912002,S501172,1653897049,A
U894036,S457506,1665344816,B
U894036,S394335,1667818977,A
U479264,S791252,1649396116,B
U479264,S707723,1672490673,A
U479264,S561834,1647021921,B
U479264,S786398,1642280699,B
U479264,S852204,1648636869,A
U479264,S116901,1663752021,A
U479264,S348490,1647835695,A
U479264,S783648,1653563495,A
U479264,S497242,1668866269,B
U479264,S382258,1647534426,A
U734617,S570777,1667374384,A
U734617,S185465,1654696383,A
U734617,S878938,1644377503,B
U734617,S639908,1670078170,B
U734617,S876677,1669001566,A
U734617,S285306,1658059383,B
U734617,S953527,1665639444,A
U734617,S398624,1646544692,A
U734617,S334496,1670695793,B
U247852,S316890,1659517514,A
U247852,S971406,1656217669,B
U247852,S470903,1667953852,B
U247852,S631691,1652241930,B
U247852,S982304,1659717101,A
U243523,S494483,1670251965,A
U243523,S238193,1647651248,A
U243523,S170528,1657455013,A
U243523,S614034,1667724257,A
U243523,S221445,1646902120,B
U243523,S689569,1666887037,B
U243523,S456349,1662337561,B
U243523,S529718,1648416609,A
U243523,S661483,1647647289,B
U243523,S447605,1654860124,B
U243523,S517267,1667542688,B
U243523,S177479,1657917970,B
U243523,S581197,1647788997,B
U243523,S405385,1655401245,A
U243523,S606828,1650534866,A
U243523,S690509,1644644696,A
U243523,S187963,1645732201,B
U243523,S822466,1659959793,B
U243523,S233465,1666384930,B
U243523,S884490,1645064628,A
U279015,S942167,1658593040,B
